n_known_src,init,init_seed,init_data,data_seed,converged,convergence_iteration,normalize_A,sn_ratio,Au_coherence,elapsed,A_err,A_err_angle_mean,A_err_angle_max,S_err_MSE,S_err_MCC,X_err,nsrc,nobs,sd_err,nreps,method,err_correlation_type,whiten_data,mu
0,0,1,0,1,True,203,False,10,0.9881319684259688,0.07808737782761455,0.45361716074101227,0.4266227111701502,0.6031393538174857,0.818091154817233,0.6364925373309881,0.08086672830997933,3,2,0.5477225575051661,2500,OverICA,iid,False,5
0,0,1,2,20001,True,173,False,10,0.9744846411466339,0.07785724010318518,0.5734496908364634,0.5769417257401899,1.0103760613775972,1.0154430982198304,0.6163605812037773,0.07845198716254909,3,2,0.5477225575051661,2500,OverICA,iid,False,5
0,0,1,1,10001,True,152,False,10,0.8329525278762084,0.086422064807266,0.5968821660538239,0.5485104589285944,0.7522061826339476,1.4183179934472496,0.48877918062077397,0.07782259932809395,3,2,0.5477225575051661,2500,OverICA,iid,False,5
0,0,1,4,40001,True,214,False,10,0.7470529771536801,0.09258206700906157,0.12667867372243796,0.1108942131823659,0.1953718777668148,0.6648873375348405,0.750825314162887,0.07978069242991809,3,2,0.5477225575051661,2500,OverICA,iid,False,5
0,0,1,5,50001,True,208,False,10,0.9994580463894922,0.08804386481642723,0.5173037090653011,0.4641219657273951,0.879598885276733,0.8997894656738468,0.5116596624657266,0.08272465696370428,3,2,0.5477225575051661,2500,OverICA,iid,False,5
0,0,1,6,60001,True,201,False,10,0.999879621828134,0.08826215378940105,0.4772554730107756,0.4697888972431839,0.6106416870779822,0.903261080171745,0.595272526181838,0.08290556042717935,3,2,0.5477225575051661,2500,OverICA,iid,False,5
0,0,1,3,30001,True,189,False,10,0.9368706746821276,0.09949193289503455,0.4492939648419285,0.4186201935257725,0.7188681700660259,0.8203014151535063,0.7030144259522116,0.07923493288057759,3,2,0.5477225575051661,2500,OverICA,iid,False,5
0,0,1,8,80001,True,133,False,10,0.9987156968583891,0.09102757601067424,0.6463311047930895,0.7085145451972932,1.3324527813577007,1.0150353284278077,0.4914116080405709,0.07666988599642244,3,2,0.5477225575051661,2500,OverICA,iid,False,5
0,0,1,10,100001,True,191,False,10,0.9818042724079549,0.0882283840328455,0.2623700695587352,0.24384838031274547,0.33357727736301246,0.749600480940163,0.6826017123677218,0.08056170749458932,3,2,0.5477225575051661,2500,OverICA,iid,False,5
0,0,1,12,120001,True,200,False,10,0.8293251171603386,0.08916605776175857,0.4562502840746224,0.45697124274735584,0.6103689728889797,0.8519217804353209,0.6008483013775524,0.08047308470149517,3,2,0.5477225575051661,2500,OverICA,iid,False,5
0,0,1,9,90001,True,192,False,10,0.710962821103385,0.09373451955616474,0.3829798336529484,0.2750772139689557,0.7164707743880111,0.742507289301939,0.726650309360617,0.07977021636149308,3,2,0.5477225575051661,2500,OverICA,iid,False,5
0,0,1,7,70001,True,162,False,10,0.9169930269031804,0.11077067162841558,0.565752189231746,0.506443594298422,0.8628618318798486,0.9817079030457077,0.5221208039818018,0.07780753675466988,3,2,0.5477225575051661,2500,OverICA,iid,False,5
0,0,1,11,110001,True,120,False,10,0.9904708845399515,0.09256147686392069,0.7020245634059388,0.7132598905620239,1.0177849671844734,1.0205816018849225,0.4385646318965572,0.07436620949421888,3,2,0.5477225575051661,2500,OverICA,iid,False,5
0,0,1,14,140001,True,187,False,10,0.7541412660427437,0.0930987629108131,0.35124297671732113,0.3511994972330091,0.4557125166560288,0.76962817741796,0.6714931121192866,0.07944287191600514,3,2,0.5477225575051661,2500,OverICA,iid,False,5
0,0,1,13,130001,True,188,False,10,0.9990504253380448,0.094508555252105,0.5728057295812965,0.5666664164302322,1.1668779161265772,1.0623327928106956,0.6194004912749551,0.07885564102154152,3,2,0.5477225575051661,2500,OverICA,iid,False,5
0,0,1,17,170001,True,186,False,10,0.999181992433546,0.08776230691000819,0.5708027879448041,0.5711615130615951,0.8604234663673899,1.4360324376789126,0.5794548848561379,0.07826558415161244,3,2,0.5477225575051661,2500,OverICA,iid,False,5
0,0,1,16,160001,True,166,False,10,0.9814250552120733,0.09296869393438101,0.5684028821160353,0.5301563964376895,1.0657374596272833,1.0269118953576244,0.5183528428335739,0.07761260342278024,3,2,0.5477225575051661,2500,OverICA,iid,False,5
0,0,1,19,190001,True,136,False,10,0.9954203269876879,0.08455363707616925,0.6688935888441463,0.7438525523977901,0.8475994085200648,4.302742389834448,0.477120267237448,0.07678413081435545,3,2,0.5477225575051661,2500,OverICA,iid,False,5
0,0,1,18,180001,True,148,False,10,0.9913015869248732,0.08960447600111365,0.6058274331272891,0.6467870717348628,0.8272437151064532,0.9819558366665072,0.6122833204437992,0.07706266927317632,3,2,0.5477225575051661,2500,OverICA,iid,False,5
0,0,1,21,210001,True,220,False,10,0.9955135757492677,0.08568674977868795,0.5114947686959587,0.43587909403945485,0.8152853723892677,0.8846342895935115,0.5690298161298714,0.08097176779428429,3,2,0.5477225575051661,2500,OverICA,iid,False,5
0,0,1,15,150001,True,204,False,10,0.8008215512593941,0.10288857156410813,0.07698114295408133,0.06364259781470215,0.09511082467094865,0.6643862712194465,0.7468077379044832,0.08095933580605788,3,2,0.5477225575051661,2500,OverICA,iid,False,5
0,0,1,28,280001,True,154,False,10,0.9472251592668778,0.07318466808646917,0.47171842543092024,0.45211982590446126,0.6550720626441309,0.8189445355111915,0.6580155523784793,0.07753539792243187,3,2,0.5477225575051661,2500,OverICA,iid,False,5
0,0,1,23,230001,True,201,False,10,0.7550502486681169,0.09106930578127503,0.10872602657213119,0.09823046587898494,0.1540606166947883,0.6643896709152021,0.7483240103728614,0.08012806666476642,3,2,0.5477225575051661,2500,OverICA,iid,False,5
0,1,1001,0,1,True,208,False,10,0.9881319684259688,0.07499095797538757,0.4536171607410124,0.4266227111701504,0.6031393538174857,0.8070586574748241,0.643764574803029,0.0811170508230982,3,2,0.5477225575051661,2500,OverICA,iid,False,5
0,0,1,24,240001,True,175,False,10,0.9083889167099672,0.09037648094817996,0.5987160205391634,0.5708167173657132,0.8150111795703396,2.311069113704543,0.47671116350361104,0.0774105589951013,3,2,0.5477225575051661,2500,OverICA,iid,False,5
0,1,1001,8,80001,True,141,False,10,0.9987156968583891,0.0834183250553906,0.6463311047930896,0.7085145451972935,1.3324527813577012,1.0244221329330332,0.4909642021586258,0.07660243658803993,3,2,0.5477225575051661,2500,OverICA,iid,False,5
0,0,1,20,200001,True,191,False,10,0.7558895984217374,0.10428011324256659,0.4071754116095039,0.2974406109938231,0.7751596291391772,0.742021079400529,0.7206490895536525,0.07971685836462994,3,2,0.5477225575051661,2500,OverICA,iid,False,5
0,0,1,22,220001,True,136,False,10,0.9661147305180422,0.10502086905762553,0.6240692750458724,0.684856652279575,1.1815755036366618,1.1156600899421008,0.5053797547337788,0.07656322513129413,3,2,0.5477225575051661,2500,OverICA,iid,False,5
0,0,1,29,290001,True,185,False,10,0.9978747013708492,0.09001069283112884,0.5038993940403252,0.41441361760282863,0.9679678759740122,0.8407482099905191,0.543140314729781,0.08170174436947276,3,2,0.5477225575051661,2500,OverICA,iid,False,5
0,0,1,27,270001,True,151,False,10,0.8655337194485616,0.0962007730267942,0.5814101629656985,0.548643588250114,0.9714315514901087,2.1098401831832323,0.4921169328667694,0.07785802511205975,3,2,0.5477225575051661,2500,OverICA,iid,False,5
0,1,1001,15,150001,True,199,False,10,0.8008215512593941,0.08060007216408849,0.5355881876774896,0.5255550920495492,0.6194934898395763,0.8939680978053683,0.6261363734404769,0.07996978000909152,3,2,0.5477225575051661,2500,OverICA,iid,False,5
0,1,1001,17,170001,True,196,False,10,0.999181992433546,0.08447643788531423,0.5708027879448041,0.5711615130615951,0.8604234663673898,1.4445294680437575,0.5735980089928445,0.07886912205881158,3,2,0.5477225575051661,2500,OverICA,iid,False,5
0,1,1001,11,110001,True,119,False,10,0.9904708845399515,0.08956875558942556,0.7020245634059389,0.7132598905620239,1.0177849671844734,1.0171229142740523,0.4369451831418911,0.0746851023219395,3,2,0.5477225575051661,2500,OverICA,iid,False,5
0,1,1001,1,10001,True,164,False,10,0.8329525278762084,0.10596406180411577,0.5968821660538239,0.5485104589285946,0.7522061826339477,1.445788570895641,0.48826428838527874,0.07783737971723158,3,2,0.5477225575051661,2500,OverICA,iid,False,5
0,0,1,25,250001,True,181,False,10,0.8899694223841345,0.11682549398392439,0.5647390540977684,0.4637952348948115,0.7394331623891767,1.099318226503014,0.5071015076809754,0.07879243197996563,3,2,0.5477225575051661,2500,OverICA,iid,False,5
0,0,1,26,260001,True,195,False,10,0.8866934306151293,0.11810696497559547,0.4879613203994704,0.43004740759985133,0.910913671773823,0.8982300521721244,0.6617134368815402,0.07848050865492402,3,2,0.5477225575051661,2500,OverICA,iid,False,5
0,1,1001,19,190001,True,171,False,10,0.9954203269876879,0.0865844851359725,0.5737549130131464,0.569058330674914,1.1493876162442764,0.9245401223182433,0.6555757963612258,0.07716443470767193,3,2,0.5477225575051661,2500,OverICA,iid,False,5
0,1,1001,2,20001,True,178,False,10,0.9744846411466339,0.11490520602092147,0.31870957255118665,0.258502853032019,0.5495043413230389,0.742903633039809,0.6962987114640146,0.0794459501396639,3,2,0.5477225575051661,2500,OverICA,iid,False,5
0,1,1001,4,40001,True,199,False,10,0.7470529771536801,0.11352622509002686,0.12667867372243777,0.1108942131823661,0.1953718777668154,0.6631045574728544,0.7521695911361697,0.0800730073974514,3,2,0.5477225575051661,2500,OverICA,iid,False,5
0,1,1001,24,240001,True,165,False,10,0.9083889167099672,0.08845170214772224,0.3680021120296989,0.3459148036936561,0.5398704832307423,0.7485000056054902,0.7013548555093485,0.07858300466004119,3,2,0.5477225575051661,2500,OverICA,iid,False,5
0,1,1001,16,160001,True,163,False,10,0.9814250552120733,0.10035188728943467,0.5684028821160353,0.5301563964376897,1.0657374596272835,1.0171061755453816,0.5218289260326138,0.0777791218083798,3,2,0.5477225575051661,2500,OverICA,iid,False,5
0,1,1001,9,90001,True,194,False,10,0.710962821103385,0.1127295196056366,0.38297983365294824,0.2750772139689559,0.7164707743880107,0.7315051280646995,0.7356288387254125,0.07981630062749344,3,2,0.5477225575051661,2500,OverICA,iid,False,5
0,2,2001,2,20001,True,185,False,10,0.9744846411466339,0.08000856591388583,0.31870957255118665,0.258502853032019,0.5495043413230389,0.7557882178050853,0.6812625683420815,0.07897707339887444,3,2,0.5477225575051661,2500,OverICA,iid,False,5
0,1,1001,23,230001,True,201,False,10,0.7550502486681169,0.09490152169018984,0.10872602657213142,0.09823046587898691,0.1540606166947883,0.6705633006761588,0.7446236996783696,0.08056586527739636,3,2,0.5477225575051661,2500,OverICA,iid,False,5
0,1,1001,7,70001,True,169,False,10,0.9169930269031804,0.11668582540005445,0.5057527611342036,0.5300587116730892,0.5562978119001485,0.8602596302579029,0.6733625976207063,0.07768613560736154,3,2,0.5477225575051661,2500,OverICA,iid,False,5
0,1,1001,3,30001,True,190,False,10,0.9368706746821276,0.12222555978223681,0.44929396484192835,0.41862019352577234,0.7188681700660255,0.8247236313377074,0.704151921871715,0.07861658410999323,3,2,0.5477225575051661,2500,OverICA,iid,False,5
0,1,1001,12,120001,True,203,False,10,0.8293251171603386,0.10544918524101377,0.4224367932063806,0.39686890010647186,0.6940688150806287,0.7777165588754057,0.7196904534078347,0.07822332397921274,3,2,0.5477225575051661,2500,OverICA,iid,False,5
0,1,1001,18,180001,True,150,False,10,0.9913015869248732,0.10002505965530872,0.6058274331272889,0.6467870717348626,0.8272437151064532,0.9822178113962151,0.614874042970759,0.07709884532301606,3,2,0.5477225575051661,2500,OverICA,iid,False,5
0,1,1001,5,50001,True,214,False,10,0.9994580463894922,0.123074134811759,0.5173037090653012,0.4641219657273956,0.8795988852767338,0.8880519127056777,0.532197563708321,0.08323206506787588,3,2,0.5477225575051661,2500,OverICA,iid,False,5
0,1,1001,6,60001,True,179,False,10,0.999879621828134,0.11901905992999673,0.5561832341255748,0.5080574407379643,1.1350243522466108,0.8791167253413766,0.5086583266616418,0.08055530792259524,3,2,0.5477225575051661,2500,OverICA,iid,False,5
0,1,1001,28,280001,True,150,False,10,0.9472251592668778,0.0931162228807807,0.609124597504275,0.6702550128812194,0.8573959064518345,1.9964588305416748,0.5035814418888994,0.07700627414260462,3,2,0.5477225575051661,2500,OverICA,iid,False,5
0,1,1001,10,100001,True,205,False,10,0.9818042724079549,0.11925598932430148,0.5506228855409142,0.5011843519387335,0.863662266501236,0.9103830664589685,0.5799902561159963,0.08020120193154423,3,2,0.5477225575051661,2500,OverICA,iid,False,5
0,1,1001,22,220001,True,135,False,10,0.9661147305180422,0.10067570488899946,0.6240692750458724,0.684856652279575,1.1815755036366615,1.1490675178804595,0.5132732662848768,0.07644778249807577,3,2,0.5477225575051661,2500,OverICA,iid,False,5
0,1,1001,13,130001,True,197,False,10,0.9990504253380448,0.1106530916877091,0.5728057295812964,0.5666664164302321,1.1668779161265772,1.0648762696257572,0.6117564412162705,0.07855098077786456,3,2,0.5477225575051661,2500,OverICA,iid,False,5
