n_known_src,init,init_seed,init_data,data_seed,converged,convergence_iteration,normalize_A,sn_ratio,Au_coherence,elapsed,A_err,A_err_angle_mean,A_err_angle_max,S_err_MSE,S_err_MCC,X_err,nsrc,nobs,sd_err,nreps,method,err_correlation_type,whiten_data,mu
0,0,1,0,1,True,610,False,10,0.9400344278476751,0.2086647920004907,0.5720545638837684,0.6004715764930567,0.9024153656117104,1.068864816191056,0.38854983141646765,0.023466074808552437,11,4,0.45,2500,OverICA,iid,False,5
0,0,1,8,80001,True,792,False,10,0.871263216105708,0.24283370800185367,0.5519642868221523,0.5579067803020874,1.018520843156827,1.0795932826597567,0.38639061480817605,0.024966945081507853,11,4,0.45,2500,OverICA,iid,False,5
0,0,1,9,90001,True,874,False,10,0.9802990917797961,0.23744554199947743,0.5642971557762785,0.5861136002018873,0.7478954885998697,1.0633311603390991,0.3831882204389062,0.026381252261967313,11,4,0.45,2500,OverICA,iid,False,5
0,0,1,3,30001,True,1319,False,10,0.9128456920001795,0.29988541700004134,0.527418111336443,0.5274405666901989,0.9782084670082373,1.0331113697513052,0.4018771104504586,0.026914222145984,11,4,0.45,2500,OverICA,iid,False,5
0,0,1,11,110001,True,707,False,10,0.9444914726803207,0.22965433299759752,0.6100526485550195,0.6385382583683618,1.092831954541486,1.1010752317950478,0.3151688398827235,0.026097143204408643,11,4,0.45,2500,OverICA,iid,False,5
0,0,1,1,10001,True,1437,False,10,0.9941998302019872,0.36515987500024494,0.5935541202694367,0.6216102929273809,0.967065082709027,1.1636770965359151,0.3584612563505374,0.026390742907146086,11,4,0.45,2500,OverICA,iid,False,5
0,0,1,6,60001,True,1208,False,10,0.8464160000095532,0.3101925000009942,0.5322161100942577,0.5551732619121378,0.7192472188180234,1.0555903812006089,0.3970152459182881,0.024714184423666397,11,4,0.45,2500,OverICA,iid,False,5
0,0,1,7,70001,True,1622,False,10,0.96486147508998,0.33831254100005026,0.5541110571145551,0.5692389193082786,1.093507663861907,1.0671099793888288,0.37209134531892263,0.02490786782838648,11,4,0.45,2500,OverICA,iid,False,5
0,0,1,4,40001,True,1765,False,10,0.9026683840962726,0.3659966250015714,0.49171601377159985,0.49926827518383643,0.730890839218123,1.0141641251105433,0.422569952368246,0.02506085342794366,11,4,0.45,2500,OverICA,iid,False,5
0,0,1,10,100001,True,1516,False,10,0.9670022110288056,0.3314303339975595,0.5472365294690109,0.5646604516220961,1.041234896276794,1.085827472605259,0.36535044546589435,0.026258745433423217,11,4,0.45,2500,OverICA,iid,False,5
