n_known_src,init,init_seed,init_data,data_seed,converged,convergence_iteration,normalize_A,sn_ratio,Au_coherence,elapsed,A_err,A_err_angle_mean,A_err_angle_max,S_err_MSE,S_err_MCC,X_err,nsrc,nobs,sd_err,nreps,method,err_correlation_type,whiten_data,mu
0,0,1,16,160001,True,129,False,10,0.9002629512089899,0.9251090488396585,0.4408602734598511,0.39586537338150085,0.9245931205321296,0.9210255835471639,0.5597180874996319,9.748110811770436e-05,5,4,0.5,2500,OLS_iid,iid,False,5
0,0,1,5,50001,True,130,False,10,0.8533435006992648,0.9793204548768699,0.5858835551577695,0.5851424637537825,0.8655656807921996,0.9275912907563295,0.647282613001388,8.718854754455953e-05,5,4,0.5,2500,OLS_iid,iid,False,5
0,0,1,22,220001,True,121,False,10,0.6844275760084003,0.9306387030519545,0.5372817474868664,0.5458228745156195,0.9751479227164601,0.8890525529190446,0.694023147864678,0.00015181341682048166,5,4,0.5,2500,OLS_iid,iid,False,5
0,0,1,9,90001,True,137,False,10,0.7914877793822371,1.039569083135575,0.34672357441957785,0.343793387843215,0.497657627884134,0.8216099798479547,0.659956876610209,7.03721015744986e-05,5,4,0.5,2500,OLS_iid,iid,False,5
0,0,1,27,270001,True,128,False,10,0.8767025539841742,0.968225137796253,0.29959643484515946,0.29818590621021024,0.3910376588178472,0.6227147427898381,0.7982456438791397,0.00010705261766231651,5,4,0.5,2500,OLS_iid,iid,False,5
0,0,1,2,20001,True,129,False,10,0.791544546126005,1.1075596599839628,0.48556202723869857,0.4792322956628411,0.8470483939777383,0.8560819199013288,0.668272029101299,9.12771421223812e-05,5,4,0.5,2500,OLS_iid,iid,False,5
0,0,1,13,130001,True,148,False,10,0.9463407279926458,1.0749108833260834,0.3616205742770203,0.32899023058754284,0.5381202852746579,0.7934247137862593,0.7157478343711486,4.288474162786641e-05,5,4,0.5,2500,OLS_iid,iid,False,5
0,1,1001,8,80001,True,125,False,10,0.9095493474262121,0.9611438540741801,0.49092873328187625,0.49781924702412167,0.659737852329132,0.9648930373084805,0.5853049266973539,0.00011511617075844654,5,4,0.5,2500,OLS_iid,iid,False,5
0,0,1,25,250001,True,134,False,10,0.917174943382358,1.0477209887467325,0.5038175684541605,0.49504979348642325,0.9104676473120032,0.8194170236910109,0.66821026408902,7.944445554094171e-05,5,4,0.5,2500,OLS_iid,iid,False,5
0,1,1001,1,10001,True,128,False,10,0.7705648729247272,1.019142905715853,0.37197333811992783,0.3469185286812611,0.44819927704733675,0.6705883224989745,0.7739867300513459,0.0001655451615240891,5,4,0.5,2500,OLS_iid,iid,False,5
0,0,1,29,290001,True,140,False,10,0.8627102252991615,1.0295809977687895,0.32777690889545075,0.3283383232368432,0.40894028958859546,0.842957518326805,0.7080767048372169,4.551951102842547e-05,5,4,0.5,2500,OLS_iid,iid,False,5
0,0,1,7,70001,True,135,False,10,0.9214824026186209,1.1422653030604124,0.48590169347250595,0.49518397962586524,0.6349979653691604,1.0578247614644756,0.4952604795272716,8.892032611124736e-05,5,4,0.5,2500,OLS_iid,iid,False,5
0,1,1001,0,1,True,128,False,10,0.8966300608228255,1.035664718132466,0.45721036454360897,0.4216376197941865,0.7754908998867921,0.8085889743746584,0.7036945925509848,0.00011448429696720426,5,4,0.5,2500,OLS_iid,iid,False,5
0,1,1001,14,140001,True,139,False,10,0.8242087352906884,1.0217083292081952,0.5223735333695518,0.5138863629719683,0.9316336688072253,1.144342581097456,0.6506115077144405,6.64070887297243e-05,5,4,0.5,2500,OLS_iid,iid,False,5
0,1,1001,9,90001,True,141,False,10,0.7914877793822371,1.0471001439727843,0.44705286932317456,0.4282975903095694,0.678464324280451,0.949109850626874,0.589011305908379,6.730824908432454e-05,5,4,0.5,2500,OLS_iid,iid,False,5
0,1,1001,7,70001,True,135,False,10,0.9214824026186209,1.0661605689674616,0.45058504137516125,0.46496494668506594,0.5681333501028573,0.8380742738466191,0.6593555401309109,8.725300528598008e-05,5,4,0.5,2500,OLS_iid,iid,False,5
